name,type,province,综合指标（校友会网）_科学研究,综合指标（校友会网）_人才培养,综合指标（校友会网）_综合声誉,学科排名（武书连）_综合实力,学科排名（武书连）_自然科学,学科排名（武书连）_社会科学,学科排名（武书连）_理学,学科排名（武书连）_工学,学科排名（武书连）_农学,学科排名（武书连）_医学,学科排名（武书连）_哲学,学科排名（武书连）_经济学,学科排名（武书连）_法学,学科排名（武书连）_教育学,学科排名（武书连）_文学,学科排名（武书连）_历史学,学科排名（武书连）_管理学,学科排名（武书连）_艺术学
广东外语外贸大学,语文,广东,0.94,1.53,0.52,,,,,,,,,,,,,,,
河南科技大学,理工,河南,1.43,1.18,0.1,,,,,,,,,,,,,,,
华东交通大学,理工,江西,1.75,0.89,0.02,,,,,,,,,,,,,,,
山东中医药大学,医药,山东,1.19,1.38,0.06,,,,,,,,,,,,,,,
南通大学,综合,江苏,1.63,0.92,0.04,,,,,,,,,,,,,,,
北京语言大学,语文,北京,0.84,1.56,0.36,,,,,,,,,,,,,,,
天津理工大学,理工,天津,1.67,0.78,0.16,,,,,,,,,,,,,,,
长江大学,综合,湖北,1.19,1.18,0.41,,,,,,,,,,,,,,,
东华理工大学,理工,江西,1.82,0.63,0.18,,,,,,,,,,,,,,,
陕西科技大学,理工,陕西,0.63,1.01,2.38,,,,,,,,,,,,,,,
三峡大学,综合,湖北,1.82,0.64,0.08,,,,,,,,,,,,,,,
北京工商大学,财经,北京,0.99,1.2,0.78,,,,,,,,,,,,,,,
黑龙江中医药大学,医药,黑龙江,0.68,1.77,0.04,,,,,,,,,,,,,,,
山西师范大学,师范,山西,1.04,1.4,0.05,,,,,,,,,,,,,,,
山东理工大学,理工,山东,1.3,1,0.1,,,,,,,,,,,,,,,
重庆师范大学,师范,重庆,1.2,0.94,0.52,,,,,,,,,,,,,,,
河北科技大学,理工,河北,0.92,1.36,0.1,,,,,,,,,,,,,,,
石家庄铁道大学,理工,河北,1.4,0.87,0.03,,,,,,,,,,,,,,,
重庆交通大学,理工,重庆,1.6,0.64,0.14,,,,,,,,,,,,,,,
烟台大学,综合,山东,0.97,1.2,0.15,,,,,,,,,,,,,,,
昆明医学院,医药,云南,1.61,0.57,0.12,,,,,,,,,,,,,,,
南昌航空大学,理工,江西,1.6,0.54,0.08,,,,,,,,,,,,,,,
聊城大学,综合,山东,0.62,1.02,1.37,,,,,,,,,,,,,,,
贵州师范大学,师范,贵州,1.32,0.75,0.24,,,,,,,,,,,,,,,
安徽工业大学,理工,安徽,1.4,0.7,0.1,,,,,,,,,,,,,,,
内蒙古工业大学,理工,内蒙古,1.06,1.04,0.04,,,,,,,,,,,,,,,
新疆师范大学,师范,新疆,1.11,0.95,0.08,,,,,,,,,,,,,,,
湖南中医药大学,医药,湖南,1.01,1,0.05,,,,,,,,,,,,,,,
温州大学,综合,浙江,0.98,0.93,0.36,,,,,,,,,,,,,,,
太原科技大学,理工,山西,1.04,0.92,0.04,,,,,,,,,,,,,,,
桂林电子科技大学,理工,广西,1.41,0.51,0.13,,,,,,,,,,,,,,,
武汉工程大学,理工,湖北,1.28,0.62,0.15,,,,,,,,,,,,,,,
内蒙古科技大学,综合,内蒙古,1.22,0.68,0.04,,,,,,,,,,,,,,,
中南民族大学,民族,湖北,0.9,0.92,0.29,,,,,,,,,,,,,,,
上海海洋大学,农林,上海,1.04,0.79,0.15,,,,,,,,,,,,,,,
浙江中医药大学,医药,浙江,0.98,0.84,0.08,,,,,,,,,,,,,,,
青海师范大学,师范,青海,1.36,0.47,0.09,,,,,,,,,,,,,,,
重庆工商大学,财经,重庆,1.46,0.23,0.33,,,,,,,,,,,,,,,
宁夏医科大学,医药,宁夏,1.33,0.47,0,,,,,,,,,,,,,,,
武汉纺织大学,理工,湖北,1.5,0.28,0.04,,,,,,,,,,,,,,,
中国计量学院,理工,浙江,1.48,0.27,0.1,,,,,,,,,,,,,,,
浙江农林大学,林业,浙江,1.35,0.39,0.1,,,,,,,,,,,,,,,
江西中医学院,医药,江西,1.41,0.36,0.06,,,,,,,,,,,,,,,
青岛理工大学,理工,山东,1.02,0.73,0.03,,,,,,,,,,,,,,,
沈阳师范大学,师范,辽宁,0.56,1.14,0.1,,,,,,,,,,,,,,,
重庆理工大学,理工,重庆,1.45,0.28,0.03,,,,,,,,,,,,,,,
湖北中医药大学,医药,湖北,0.63,1.06,0.02,,,,,,,,,,,,,,,
郑州轻工业学院,理工,河南,0.99,0.67,0.07,,,,,,,,,,,,,,,
重庆邮电大学,理工,重庆,1.16,0.42,0.15,,,,,,,,,,,,,,,
西安石油大学,理工,陕西,1.07,0.55,0.04,,,,,,,,,,,,,,,
西南民族大学,民族,四川,0.72,0.83,0.23,,,,,,,,,,,,,,,
国际关系学院,政法,北京,0.05,0.34,3.29,,,,,,,,,,,,,,,
云南民族大学,民族,云南,0.69,0.85,0.09,,,,,,,,,,,,,,,
中国民航大学,理工,天津,1.03,0.43,0.32,,,,,,,,,,,,,,,
西北政法大学,政法,陕西,0.31,1.17,0.17,,,,,,,,,,,,,,,
西北民族大学,民族,甘肃,0.77,0.73,0.11,,,,,,,,,,,,,,,
西华师范大学,师范,四川,0.53,0.94,0.07,,,,,,,,,,,,,,,
西华大学,综合,四川,0.44,0.92,0.35,,,,,,,,,,,,,,,
云南财经大学,财经,云南,0.82,0.57,0.2,,,,,,,,,,,,,,,
集美大学,综合,福建,0.89,0.48,0.24,,,,,,,,,,,,,,,
大连交通大学,理工,辽宁,0.89,0.56,0.05,,,,,,,,,,,,,,,
辽宁科技大学,理工,辽宁,0.5,0.93,0.03,,,,,,,,,,,,,,,
山东建筑大学,理工,山东,0.86,0.53,0.12,,,,,,,,,,,,,,,
贵阳医学院,医药,贵州,0.86,0.58,0.06,,,,,,,,,,,,,,,
河北联合大学,综合,河北,0.7,0.72,0.03,,,,,,,,,,,,,,,
北京建筑工程学院,理工,北京,0.93,0.43,0.08,,,,,,,,,,,,,,,
沈阳建筑大学,理工,辽宁,0.48,0.85,0.13,,,,,,,,,,,,,,,
青岛农业大学,农林,山东,0.7,0.58,0.19,,,,,,,,,,,,,,,
大连大学,综合,辽宁,0.76,0.55,0.08,,,,,,,,,,,,,,,
西安工程大学,理工,陕西,0.54,0.75,0.07,,,,,,,,,,,,,,,
吉林师范大学,师范,吉林,0.4,0.91,0.07,,,,,,,,,,,,,,,
西安工业大学,理工,陕西,0.79,0.48,0.05,,,,,,,,,,,,,,,
广西民族大学,民族,广西,0.36,0.85,0.23,,,,,,,,,,,,,,,
山东轻工业学院,理工,山东,0.7,0.55,0.05,,,,,,,,,,,,,,,
东北电力大学,理工,吉林,0.45,0.82,0.04,,,,,,,,,,,,,,,
沈阳航空航天大学,理工,辽宁,0.76,0.52,0.02,,,,,,,,,,,,,,,
外交学院,语文,北京,0,1.13,0.38,,,,,,,,,,,,,,,
安徽中医学院,医药,安徽,0.83,0.42,0.05,,,,,,,,,,,,,,,
塔里木大学,农林,新疆,1.13,0.11,0.03,,,,,,,,,,,,,,,
佳木斯大学,综合,黑龙江,0.48,0.78,0.03,,,,,,,,,,,,,,,
长春工业大学,理工,吉林,0.5,0.73,0.06,,,,,,,,,,,,,,,
鲁东大学,综合,山东,0.63,0.56,0.08,,,,,,,,,,,,,,,
辽宁中医药大学,医药,辽宁,0.36,0.83,0.06,,,,,,,,,,,,,,,
南京财经大学,财经,江苏,0.62,0.48,0.28,,,,,,,,,,,,,,,
广西中医学院,医药,广西,0.8,0.37,0.08,,,,,,,,,,,,,,,
黑龙江八一农垦大学,农林,黑龙江,0.64,0.57,0.03,,,,,,,,,,,,,,,
上海工程技术大学,理工,上海,0.67,0.5,0.07,,,,,,,,,,,,,,,
湖南工业大学,理工,湖南,0.73,0.42,0.08,,,,,,,,,,,,,,,
常州大学,理工,江苏,0.75,0.43,0.03,,,,,,,,,,,,,,,
山西财经大学,财经,山西,0.18,0.97,0.11,,,,,,,,,,,,,,,
河南财经政法大学,财经,河南,0.28,0.9,0.01,,,,,,,,,,,,,,,
哈尔滨商业大学,财经,黑龙江,0.39,0.75,0.07,,,,,,,,,,,,,,,
西南林业大学,林业,云南,0.8,0.36,0.03,,,,,,,,,,,,,,,
广东医学院,医药,广东,0.93,0.22,0.04,,,,,,,,,,,,,,,
渤海大学,综合,辽宁,0.69,0.45,0.05,,,,,,,,,,,,,,,
武汉工业学院,理工,湖北,0.79,0.22,0.33,,,,,,,,,,,,,,,
海南师范大学,师范,海南,0.73,0.27,0.38,,,,,,,,,,,,,,,
福建中医药大学,医药,福建,0.68,0.42,0.03,,,,,,,,,,,,,,,
安徽财经大学,财经,安徽,0.34,0.74,0.13,,,,,,,,,,,,,,,
大连工业大学,理工,辽宁,0.6,0.47,0.06,,,,,,,,,,,,,,,
湖北工业大学,理工,湖北,0.48,0.61,0.02,,,,,,,,,,,,,,,
泸州医学院,医药,四川,0.55,0.51,0.04,,,,,,,,,,,,,,,
浙江财经学院,财经,浙江,0.38,0.63,0.2,,,,,,,,,,,,,,,
广西师范学院,师范,广西,0.45,0.57,0.07,,,,,,,,,,,,,,,
北方工业大学,理工,北京,0.4,0.6,0.12,,,,,,,,,,,,,,,
齐齐哈尔大学,综合,黑龙江,0.45,0.57,0.04,,,,,,,,,,,,,,,
徐州医学院,医药,江苏,0.6,0.42,0.02,,,,,,,,,,,,,,,
遵义医学院,医药,贵州,0.68,0.31,0.02,,,,,,,,,,,,,,,
河南中医学院,医药,河南,0.5,0.47,0.11,,,,,,,,,,,,,,,
江苏科技大学,理工,江苏,0.57,0.43,0.05,,,,,,,,,,,,,,,
吉首大学,综合,湖南,0.63,0.32,0.06,,,,,,,,,,,,,,,
华北水利水电学院,理工,河南,0.35,0.6,0.06,,,,,,,,,,,,,,,
北华大学,综合,吉林,0.21,0.65,0.17,,,,,,,,,,,,,,,
大连民族学院,民族,辽宁,0.87,0.04,0.04,,,,,,,,,,,,,,,
内蒙古民族大学,综合,内蒙古,0.57,0.32,0.03,,,,,,,,,,,,,,,
天津商业大学,财经,天津,0.48,0.39,0.07,,,,,,,,,,,,,,,
内蒙古医学院,医药,内蒙古,0.4,0.49,0.04,,,,,,,,,,,,,,,
沈阳化工大学,理工,辽宁,0.28,0.61,0.02,,,,,,,,,,,,,,,
延安大学,综合,陕西,0.19,0.67,0.06,,,,,,,,,,,,,,,
广东药学院,医药,广东,0.61,0.22,0.08,,,,,,,,,,,,,,,
沈阳大学,综合,辽宁,0.5,0.33,0.11,,,,,,,,,,,,,,,
青海民族大学,民族,青海,0.15,0.73,0.01,,,,,,,,,,,,,,,
大连海洋大学,农林,辽宁,0.55,0.29,0.02,,,,,,,,,,,,,,,
中国人民公安大学,政法,北京,0.09,0.57,0.42,,,,,,,,,,,,,,,
绍兴文理学院,师范,浙江,0.45,0.34,0.11,,,,,,,,,,,,,,,
天津城市建设学院,理工,天津,0.63,0.19,0.02,,,,,,,,,,,,,,,
广东商学院,财经,广东,0.18,0.53,0.31,,,,,,,,,,,,,,,
河北经贸大学,财经,河北,0.2,0.55,0.11,,,,,,,,,,,,,,,
吉林化工学院,理工,吉林,0.74,0.06,0.01,,,,,,,,,,,,,,,
安徽建筑工业学院,理工,安徽,0.55,0.23,0.05,,,,,,,,,,,,,,,
辽宁医学院,医药,辽宁,0.28,0.52,0.02,,,,,,,,,,,,,,,
云南中医学院,医药,云南,0.53,0.26,0.04,,,,,,,,,,,,,,,
山东经济学院,财经,山东,0.21,0.44,0.38,,,,,,,,,,,,,,,
四川外语学院,语文,重庆,0.2,0.51,0.18,,,,,,,,,,,,,,,
山东财政学院,财经,山东,0.39,0.36,0.1,,,,,,,,,,,,,,,
大理学院,综合,云南,0.58,0.13,0.04,,,,,,,,,,,,,,,
贵州财经学院,财经,贵州,0.36,0.35,0.03,,,,,,,,,,,,,,,
淮北师范大学,师范,安徽,0.35,0.35,0.01,,,,,,,,,,,,,,,
中原工学院,理工,河南,0.13,0.55,0.1,,,,,,,,,,,,,,,
北京信息科技大学,理工,北京,0.62,0.05,0.09,,,,,,,,,,,,,,,
潍坊医学院,医药,山东,0.18,0.51,0.05,,,,,,,,,,,,,,,
新乡医学院,医药,河南,0.18,0.49,0.06,,,,,,,,,,,,,,,
广西工学院,理工,广西,0.51,0.18,0,,,,,,,,,,,,,,,
苏州科技学院,理工,江苏,0.33,0.33,0.06,,,,,,,,,,,,,,,
北方民族大学,民族,宁夏,0.52,0.18,0,,,,,,,,,,,,,,,
北京第二外国语学院,语文,北京,0.13,0.44,0.29,,,,,,,,,,,,,,,
辽宁石油化工大学,理工,辽宁,0.25,0.41,0.02,,,,,,,,,,,,,,,
安徽工程大学,理工,安徽,0.24,0.42,0.02,,,,,,,,,,,,,,,
中国青年政治学院,政法,北京,0.18,0.33,0.38,,,,,,,,,,,,,,,
沈阳理工大学,理工,辽宁,0.15,0.44,0.08,,,,,,,,,,,,,,,
广东海洋大学,农林,广东,0.35,0.24,0.09,,,,,,,,,,,,,,,
桂林医学院,医药,广西,0.45,0.13,0,,,,,,,,,,,,,,,
黑龙江科技学院,理工,黑龙江,0.18,0.42,0.02,,,,,,,,,,,,,,,
贵阳中医学院,医药,贵州,0.33,0.27,0.02,,,,,,,,,,,,,,,
湖州师范学院,师范,浙江,0.54,0.05,0,,,,,,,,,,,,,,,
蚌埠医学院,医药,安徽,0.23,0.37,0.02,,,,,,,,,,,,,,,
长春中医药大学,医药,吉林,0.1,0.49,0.04,,,,,,,,,,,,,,,
西藏民族学院,民族,西藏,0.46,0.12,0.04,,,,,,,,,,,,,,,
山东工商学院,财经,山东,0.4,0.17,0,,,,,,,,,,,,,,,
信阳师范学院,师范,河南,0.16,0.4,0.04,,,,,,,,,,,,,,,
南京工程学院,理工,江苏,0.38,0.18,0.04,,,,,,,,,,,,,,,
大连外国语学院,语文,辽宁,0.05,0.48,0.08,,,,,,,,,,,,,,,
湖南商学院,财经,湖南,0.46,0.02,0.15,,,,,,,,,,,,,,,
长春税务学院,财经,吉林,0.03,0.5,0.02,,,,,,,,,,,,,,,
赣南师范学院,师范,江西,0.18,0.34,0.04,,,,,,,,,,,,,,,
西安外国语大学,语文,陕西,0.13,0.39,0.02,,,,,,,,,,,,,,,
上海对外贸易学院,财经,上海,0.19,0.32,0.07,,,,,,,,,,,,,,,
洛阳师范学院,师范,河南,0.52,0.01,0,,,,,,,,,,,,,,,
河南科技学院,师范,河南,0.43,0.09,0.03,,,,,,,,,,,,,,,
湖北民族学院,民族,湖北,0.29,0.23,0.06,,,,,,,,,,,,,,,
上海应用技术学院,理工,上海,0.43,0.09,0,,,,,,,,,,,,,,,
新疆财经大学,财经,新疆,0.26,0.24,0.05,,,,,,,,,,,,,,,
辽宁工业大学,理工,辽宁,0.2,0.33,0.01,,,,,,,,,,,,,,,
河北工程大学,理工,河北,0.17,0.34,0.04,,,,,,,,,,,,,,,
泰山医学院,医药,山东,0.25,0.27,0.02,,,,,,,,,,,,,,,
郑州航空工业管理学院,财经,河南,0.15,0.36,,,,,,,,,,,,,,,,
兰州商学院,财经,甘肃,0.14,0.34,0.08,,,,,,,,,,,,,,,
陕西中医学院,医药,陕西,0.25,0.24,0,,,,,,,,,,,,,,,
西安邮电学院,理工,陕西,0.27,0.2,0.03,,,,,,,,,,,,,,,
湖南理工学院,理工,湖南,0.28,0.18,0.03,,,,,,,,,,,,,,,
南京审计学院,财经,江苏,0.31,0.11,0.1,,,,,,,,,,,,,,,
北京农学院,农林,北京,0.28,0.14,0.1,,,,,,,,,,,,,,,
滨州医学院,医药,山东,0.25,0.2,0,,,,,,,,,,,,,,,
北京服装学院,理工,北京,0.08,0.28,0.2,,,,,,,,,,,,,,,
贵州民族学院,民族,贵州,0.3,0.11,0.07,,,,,,,,,,,,,,,
北京联合大学,综合,北京,0.25,0.09,0.28,,,,,,,,,,,,,,,
井冈山大学,综合,江西,0.43,0.02,0,,,,,,,,,,,,,,,
皖南医学院,医药,安徽,0.15,0.28,0,,,,,,,,,,,,,,,
石家庄经济学院,财经,河北,0.1,0.32,0.04,,,,,,,,,,,,,,,
海南医学院,医药,海南,0.43,0.01,0,,,,,,,,,,,,,,,
甘肃中医学院,医药,甘肃,0.15,0.24,0.05,,,,,,,,,,,,,,,
西安财经学院,财经,陕西,0.23,0.17,0.04,,,,,,,,,,,,,,,
临沂大学,师范,山东,0.35,0.01,0.16,,,,,,,,,,,,,,,
湖南文理学院,综合,湖南,0.09,0.27,0.06,,,,,,,,,,,,,,,
江西科技师范学院,师范,江西,0.28,0.11,0,,,,,,,,,,,,,,,
丽水学院,师范,浙江,0.39,0,0,,,,,,,,,,,,,,,
阜阳师范学院,师范,安徽,0.16,0.22,0.04,,,,,,,,,,,,,,,
成都信息工程学院,理工,四川,0.19,0.17,0.1,,,,,,,,,,,,,,,
合肥师范学院,师范,安徽,0.19,0.16,0.09,,,,,,,,,,,,,,,
仲恺农业工程学院,农林,广东,0.3,0.07,0,,,,,,,,,,,,,,,
西藏藏医学院,医药,西藏,0.33,0.04,0,,,,,,,,,,,,,,,
漳州师范学院,师范,福建,0.18,0.18,0.05,,,,,,,,,,,,,,,
北京印刷学院,理工,北京,0.13,0.2,0.11,,,,,,,,,,,,,,,
上海电力学院,理工,上海,0.21,0.14,0.06,,,,,,,,,,,,,,,
乐山师范学院,师范,四川,0.05,0.3,0.06,,,,,,,,,,,,,,,
川北医学院,医药,四川,0.3,0.07,0,,,,,,,,,,,,,,,
浙江海洋学院,农林,浙江,0.3,0.05,0,,,,,,,,,,,,,,,
天津外国语学院,语文,天津,0,0.35,0,,,,,,,,,,,,,,,
湖北师范学院,师范,湖北,0.2,0.16,0,,,,,,,,,,,,,,,
山西中医学院,医药,山西,0.3,0.01,0,,,,,,,,,,,,,,,
湘南学院,综合,湖南,0.11,0.17,0.04,,,,,,,,,,,,,,,
五邑大学,综合,广东,0.05,0.2,0.1,,,,,,,,,,,,,,,
九江学院,综合,江西,0.24,0.05,0,,,,,,,,,,,,,,,
天津工程师范学院,师范,天津,0,0.29,0.02,,,,,,,,,,,,,,,
嘉兴学院,综合,浙江,0.2,0.09,0,,,,,,,,,,,,,,,
常熟理工学院,理工,江苏,0.28,0.01,0,,,,,,,,,,,,,,,
重庆科技学院,理工,重庆,0.26,0.01,0,,,,,,,,,,,,,,,
安庆师范学院,师范,安徽,0.13,0.15,0.04,,,,,,,,,,,,,,,
嘉应学院,综合,广东,0.17,0.01,0.24,,,,,,,,,,,,,,,
商丘师范学院,师范,河南,0.25,0.01,0.02,,,,,,,,,,,,,,,
浙江科技学院,理工,浙江,0.25,0.02,0,,,,,,,,,,,,,,,
四川理工学院,理工,四川,0.07,0.18,0,,,,,,,,,,,,,,,
内蒙古财经学院,财经,内蒙古,0.16,0.09,0,,,,,,,,,,,,,,,
南阳师范学院,师范,河南,0.25,0.01,0,,,,,,,,,,,,,,,
盐城师范学院,师范,江苏,0.24,0.02,0,,,,,,,,,,,,,,,
湖南科技学院,综合,湖南,0.05,0.19,0.04,,,,,,,,,,,,,,,
绵阳师范学院,师范,四川,0.08,0.16,0.02,,,,,,,,,,,,,,,
上海金融学院,财经,上海,0.16,0.09,0,,,,,,,,,,,,,,,
吉林建筑工程学院,理工,吉林,0.05,0.2,0,,,,,,,,,,,,,,,
衡阳师范学院,师范,湖南,0.2,0.01,0.02,,,,,,,,,,,,,,,
南昌工程学院,理工,江西,0.21,0.01,0,,,,,,,,,,,,,,,
厦门理工学院,理工,福建,0.23,0,0,,,,,,,,,,,,,,,
赣南医学院,医药,江西,0.23,0.01,0,,,,,,,,,,,,,,,
韶关学院,综合,广东,0.21,0.01,0,,,,,,,,,,,,,,,
河西学院,综合,甘肃,0.13,0.09,0.05,,,,,,,,,,,,,,,
重庆文理学院,综合,重庆,0.23,0.01,0,,,,,,,,,,,,,,,
金陵科技学院,理工,江苏,0.05,0.17,0,,,,,,,,,,,,,,,
长春师范学院,师范,吉林,0.1,0.13,0,,,,,,,,,,,,,,,
淮海工学院,理工,江苏,0.22,0.02,0,,,,,,,,,,,,,,,
淮阴师范学院,师范,江苏,0.14,0.1,0,,,,,,,,,,,,,,,
伊犁师范学院,师范,新疆,0.15,0.05,0,,,,,,,,,,,,,,,
凯里学院,综合,贵州,0.2,0,0,,,,,,,,,,,,,,,
湖南人文科技学院,综合,湖南,0.09,0.09,0.04,,,,,,,,,,,,,,,
陕西理工学院,理工,陕西,0.13,0.08,0,,,,,,,,,,,,,,,
北京石油化工学院,理工,北京,0.19,0.01,0.03,,,,,,,,,,,,,,,
江汉大学,综合,湖北,0.19,0.02,0,,,,,,,,,,,,,,,
天津农学院,农林,天津,0.13,0.08,0,,,,,,,,,,,,,,,
宝鸡文理学院,师范,陕西,0.13,0.08,0,,,,,,,,,,,,,,,
中国民用航空飞行学院,理工,四川,0.15,0.05,0.02,,,,,,,,,,,,,,,
皖西学院,师范,安徽,0.1,0.09,0.03,,,,,,,,,,,,,,,
湖南城市学院,综合,湖南,0,0.2,0.04,,,,,,,,,,,,,,,
北京物资学院,财经,北京,0.1,0.07,0.1,,,,,,,,,,,,,,,
甘肃政法学院,政法,甘肃,0.08,0.09,0.06,,,,,,,,,,,,,,,
惠州学院,综合,广东,0.08,0.01,0.28,,,,,,,,,,,,,,,
湖北经济学院,财经,湖北,0.06,0.12,0,,,,,,,,,,,,,,,
渭南师范学院,师范,陕西,0.1,0.09,0,,,,,,,,,,,,,,,
沈阳医学院,医药,辽宁,0.05,0.13,0,,,,,,,,,,,,,,,
北华航天工业学院,理工,河北,0.03,0.16,0,,,,,,,,,,,,,,,
上海第二工业大学,理工,上海,0.1,0.09,0,,,,,,,,,,,,,,,
怀化学院,综合,湖南,0.06,0.12,0.02,,,,,,,,,,,,,,,
安阳师范学院,师范,河南,0.18,0.01,0,,,,,,,,,,,,,,,
太原师范学院,师范,山西,0.18,0.02,0,,,,,,,,,,,,,,,
玉林师范学院,师范,广西,0.18,0,0,,,,,,,,,,,,,,,
牡丹江师范学院,师范,黑龙江,0.03,0.16,0,,,,,,,,,,,,,,,
广东金融学院,财经,广东,0.1,0.09,0,,,,,,,,,,,,,,,
台州学院,综合,浙江,0.14,0.05,0,,,,,,,,,,,,,,,
湖南工程学院,理工,湖南,0.14,0.01,0.06,,,,,,,,,,,,,,,
济宁医学院,医药,山东,0.05,0.13,0,,,,,,,,,,,,,,,
许昌学院,师范,河南,0.19,0,0,,,,,,,,,,,,,,,
天水师范学院,师范,甘肃,0.15,0.02,0.03,,,,,,,,,,,,,,,
右江民族医学院,医药,广西,0.18,0,0,,,,,,,,,,,,,,,
佛山科学技术学院,综合,广东,0.18,0.01,0,,,,,,,,,,,,,,,
东莞理工学院,理工,广东,0.1,0.01,0.13,,,,,,,,,,,,,,,
广西财经学院,财经,广西,0.14,0.01,0.03,,,,,,,,,,,,,,,
盐城工学院,理工,江苏,0.16,0.01,0,,,,,,,,,,,,,,,
福建工程学院,理工,福建,0.1,0.01,0.11,,,,,,,,,,,,,,,
福建工程学院,理工,福建,0.1,0.01,0.11,,,,,,,,,,,,,,,
吉林医药学院,医药,吉林,0.08,0.09,0,,,,,,,,,,,,,,,
曲靖师范学院,师范,云南,0.15,0.01,0,,,,,,,,,,,,,,,
咸宁学院,综合,湖北,0.1,0.06,0,,,,,,,,,,,,,,,
兰州城市学院,综合,甘肃,0.15,0,0.04,,,,,,,,,,,,,,,
邵阳学院,综合,湖南,0.01,0.14,0.04,,,,,,,,,,,,,,,
上海立信会计学院,财经,上海,0.16,0.01,0,,,,,,,,,,,,,,,
浙江万里学院,理工,浙江,0.13,0.03,0,,,,,,,,,,,,,,,
淮阴工学院,理工,江苏,0.13,0.02,0,,,,,,,,,,,,,,,
运城学院,综合,山西,0.05,0.08,0,,,,,,,,,,,,,,,
江苏技术师范学院,师范,江苏,0.13,0.01,0,,,,,,,,,,,,,,,
华北科技学院,理工,河北,0.03,0.1,0,,,,,,,,,,,,,,,
山西大同大学,综合,山西,0.13,0.02,0,,,,,,,,,,,,,,,
齐齐哈尔医学院,医药,黑龙江,0.13,0.01,0,,,,,,,,,,,,,,,
成都医学院,医药,四川,0.13,0,0,,,,,,,,,,,,,,,
昆明学院,综合,云南,0.14,0,0,,,,,,,,,,,,,,,
长沙学院,理工,湖南,0.13,0,0.05,,,,,,,,,,,,,,,
德州学院,综合,山东,0.05,0.08,0,,,,,,,,,,,,,,,
西安医学院,医药,陕西,0.05,0.08,0,,,,,,,,,,,,,,,
河北北方学院,医药,河北,0.03,0.1,0,,,,,,,,,,,,,,,
湛江师范学院,师范,广东,0.05,0.09,0,,,,,,,,,,,,,,,
襄樊学院,综合,湖北,0.13,0.02,0,,,,,,,,,,,,,,,
牡丹江医学院,医药,黑龙江,0.13,0.01,0,,,,,,,,,,,,,,,
廊坊师范学院,师范,河北,0.04,0.09,0,,,,,,,,,,,,,,,
中华女子学院,语文,北京,0.03,0.04,0.14,,,,,,,,,,,,,,,
石家庄学院,综合,河北,0.11,0.01,0,,,,,,,,,,,,,,,
长春工程学院,理工,吉林,0.1,0.02,0.02,,,,,,,,,,,,,,,
喀什师范学院,师范,新疆,0.06,0.06,0,,,,,,,,,,,,,,,
安康学院,综合,陕西,0.03,0.08,0,,,,,,,,,,,,,,,
长江师范学院,师范,重庆,0.1,0.01,0,,,,,,,,,,,,,,,
中国刑事警察学院,政法,辽宁,0,0.11,0,,,,,,,,,,,,,,,
泉州师范学院,师范,福建,0.08,0.01,0.06,,,,,,,,,,,,,,,
合肥学院,理工,安徽,0.03,0.02,0.2,,,,,,,,,,,,,,,
山东交通学院,理工,山东,0.11,0.01,0,,,,,,,,,,,,,,,
滨州学院,综合,山东,0.11,0,0,,,,,,,,,,,,,,,
北京电子科技学院,理工,北京,0.08,0.02,0.07,,,,,,,,,,,,,,,
河北科技师范学院,师范,河北,0.05,0.06,0,,,,,,,,,,,,,,,
红河学院,综合,云南,0.11,0,0,,,,,,,,,,,,,,,
河池学院,综合,广西,0.1,0,0,,,,,,,,,,,,,,,
鞍山师范学院,师范,辽宁,0.1,0,0,,,,,,,,,,,,,,,
西昌学院,综合,四川,0,0.08,0,,,,,,,,,,,,,,,
广东技术师范学院,师范,广东,0.03,0.07,0,,,,,,,,,,,,,,,
重庆三峡学院,综合,重庆,0.08,0.01,0,,,,,,,,,,,,,,,
铜陵学院,财经,安徽,0.08,0.01,0,,,,,,,,,,,,,,,
四川文理学院,综合,四川,0,0.08,0,,,,,,,,,,,,,,,
宁波工程学院,理工,浙江,0.1,0,0,,,,,,,,,,,,,,,
通化师范学院,师范,吉林,0.08,0.02,0,,,,,,,,,,,,,,,
淮南师范学院,师范,安徽,0.08,0,0.02,,,,,,,,,,,,,,,
安徽科技学院,师范,安徽,0.09,0.01,0,,,,,,,,,,,,,,,
云南警官学院,政法,云南,0.08,0.01,0,,,,,,,,,,,,,,,
呼伦贝尔学院,综合,内蒙古,0.09,0,0,,,,,,,,,,,,,,,
中国劳动关系学院,政法,北京,0.05,0.02,0.09,,,,,,,,,,,,,,,
上饶师范学院,师范,江西,0.08,0.01,0,,,,,,,,,,,,,,,
赤峰学院,综合,内蒙古,0.1,0,0,,,,,,,,,,,,,,,
潍坊学院,综合,山东,0.08,0.01,0,,,,,,,,,,,,,,,
宿州学院,师范,安徽,0.08,0,0.01,,,,,,,,,,,,,,,
宜宾学院,综合,四川,0.09,0,0,,,,,,,,,,,,,,,
徐州工程学院,理工,江苏,0.08,0.01,0,,,,,,,,,,,,,,,
承德医学院,医药,河北,0,0.08,0,,,,,,,,,,,,,,,
长治医学院,医药,山西,0.03,0.07,0,,,,,,,,,,,,,,,
常州工学院,理工,江苏,0.05,0.01,0,,,,,,,,,,,,,,,
山东政法学院,政法,山东,0.06,0,0,,,,,,,,,,,,,,,
